,L1,L2,L3,L4,L5
592,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,기타 건축 마무리 공사업,건물용 금속 공작물 설치 공사업
593,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,기타 건축 마무리 공사업,그 외 기타 건축 마무리 공사업
594,건설업,전문직별 공사업,시설물 유지관리 공사업,시설물 유지관리 공사업,시설물 유지관리 공사업
595,건설업,전문직별 공사업,건설장비 운영업,건설장비 운영업,건설장비 운영업
596,도매 및 소매업,자동차 및 부품 판매업,자동차 판매업,자동차 신품 판매업,자동차 신품 판매업
597,도매 및 소매업,자동차 및 부품 판매업,자동차 판매업,중고 자동차 판매업,중고 자동차 판매업
598,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,자동차 신품 타이어 및 튜브 판매업
599,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,자동차용 전용 신품 부품 판매업
600,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업
601,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 신품 부품 및 내장품 판매업,기타 자동차 신품 부품 및 내장품 판매업
602,도매 및 소매업,자동차 및 부품 판매업,자동차 부품 및 내장품 판매업,자동차 중고 부품 및 내장품 판매업,자동차 중고 부품 및 내장품 판매업
603,도매 및 소매업,자동차 및 부품 판매업,모터사이클 및 부품 판매업,모터사이클 및 부품 판매업,모터사이클 및 부품 도매업
604,도매 및 소매업,자동차 및 부품 판매업,모터사이클 및 부품 판매업,모터사이클 및 부품 판매업,모터사이클 및 부품 소매업
605,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업"
606,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,음ㆍ식료품 및 담배 중개업
607,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,"섬유, 의복, 신발 및 가죽제품 중개업"
608,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,목재 및 건축자재 중개업
609,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
610,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,기계 및 장비 중개업
611,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,그 외 기타 특정 상품 중개업
612,도매 및 소매업,도매 및 상품 중개업,상품 중개업,상품 중개업,상품 종합 중개업
613,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,곡물 및 유지작물 도매업
614,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,종자 및 묘목 도매업
615,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,사료 도매업
616,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업
617,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업
618,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업
619,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,과실류 도매업
620,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업"
621,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,육류 도매업
622,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업
623,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업"
624,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,신선 식품 및 단순 가공 식품 도매업,기타 신선 식품 및 단순 가공 식품 도매업
625,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,육류 가공식품 도매업
626,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,수산물 가공식품 도매업
627,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업"
628,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업
629,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,커피 및 차류 도매업
630,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,조미료 도매업
631,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,기타 가공식품 도매업
632,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,주류 도매업
633,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,비알코올 음료 도매업
634,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,음료 및 담배 도매업,담배 도매업
635,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",생활용 섬유 및 실 도매업
636,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업
637,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업
638,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",유아용 의류 도매업
639,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",속옷 및 잠옷 도매업
640,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",가죽 및 모피 제품 도매업
641,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업
642,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물 제품 도매업
643,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,신발 도매업,신발 도매업
644,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업
645,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업","전구, 램프 및 조명장치 도매업"
646,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업
647,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",기타 비전기식 생활용 기기 및 기구 도매업
648,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",의약품 도매업
649,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",의료용품 도매업
650,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",화장품 및 화장용품 도매업
651,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"의약품, 의료용품 및 화장품 도매업",비누 및 세정제 도매업
652,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업"
653,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","문구용품, 회화용품, 사무용품 도매업"
654,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업"
655,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",음반 및 비디오물 도매업
656,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",악기 도매업
657,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업"
658,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업
659,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업
660,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",가방 및 보호용 케이스 도매업
661,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업
662,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업"
663,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,"가방, 시계, 안경 및 기타 생활용품 도매업",그 외 기타 생활용품 도매업
664,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"컴퓨터 및 주변장치, 소프트웨어 도매업","컴퓨터 및 주변장치, 소프트웨어 도매업"
665,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업
666,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"가전제품, 통신장비 및 부품 도매업",통신ㆍ방송장비 및 부품 도매업
667,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,농림업용 기계 및 장비 도매업
668,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업
669,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,공작용 기계 및 장비 도매업
670,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,기타 산업용 기계 및 장비 도매업
671,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,사무용 가구 및 기기 도매업
672,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,의료 기기 도매업
673,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,정밀 기기 및 과학 기기 도매업
674,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,수송용 운송장비 도매업
675,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,전기용 기계ㆍ장비 및 관련 기자재 도매업
676,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,전지 및 케이블 도매업
677,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업
678,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,원목 및 건축관련 목제품 도매업
679,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,"골재, 벽돌 및 시멘트 도매업"
680,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",일반 건축자재 도매업,유리 및 창호 도매업
681,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업","냉ㆍ난방장치 및 철물, 수공구 도매업",배관 및 냉ㆍ난방장치 도매업
682,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업","냉ㆍ난방장치 및 철물, 수공구 도매업","철물, 금속 파스너 및 수공구 도매업"
683,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",기타 건축자재 도매업,도료 도매업
684,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",기타 건축자재 도매업,벽지 및 장판류 도매업
685,도매 및 소매업,도매 및 상품 중개업,"건축 자재, 철물 및 난방장치 도매업",기타 건축자재 도매업,그 외 기타 건축자재 도매업
686,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"연료, 연료용 광물 및 관련제품 도매업",고체 연료 및 관련제품 도매업
687,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"연료, 연료용 광물 및 관련제품 도매업",액체 연료 및 관련제품 도매업
688,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"연료, 연료용 광물 및 관련제품 도매업",기체 연료 및 관련제품 도매업
689,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,1차 금속제품 및 금속광물 도매업,1차 금속제품 도매업
690,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,1차 금속제품 및 금속광물 도매업,금속광물 도매업
691,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,화학 물질 및 화학제품 도매업,"염료, 안료 및 관련제품 도매업"
692,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,화학 물질 및 화학제품 도매업,비료 및 농약 도매업
693,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,화학 물질 및 화학제품 도매업,플라스틱 물질 및 합성고무 도매업
694,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,화학 물질 및 화학제품 도매업,기타 화학 물질 및 화학제품 도매업
695,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"방직용 섬유, 실 및 직물 도매업",방직용 섬유 및 실 도매업
696,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"방직용 섬유, 실 및 직물 도매업",직물 도매업
697,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,"종이 원지, 판지, 종이상자 도매업","종이 원지, 판지, 종이상자 도매업"
698,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,재생용 재료 및 기타 상품 전문 도매업,재생용 재료 수집 및 판매업
699,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업
700,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,상품 종합 도매업,상품 종합 도매업
701,도매 및 소매업,소매업,종합 소매업,대형 종합 소매업,백화점
702,도매 및 소매업,소매업,종합 소매업,대형 종합 소매업,대형 마트
703,도매 및 소매업,소매업,종합 소매업,대형 종합 소매업,기타 대형 종합 소매업
704,도매 및 소매업,소매업,종합 소매업,음ㆍ식료품 위주 종합 소매업,슈퍼마켓
705,도매 및 소매업,소매업,종합 소매업,음ㆍ식료품 위주 종합 소매업,체인화 편의점
706,도매 및 소매업,소매업,종합 소매업,음ㆍ식료품 위주 종합 소매업,기타 음ㆍ식료품 위주 종합 소매업
707,도매 및 소매업,소매업,종합 소매업,면세점,면세점
708,도매 및 소매업,소매업,종합 소매업,그 외 기타 종합 소매업,그 외 기타 종합 소매업
709,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,"곡물, 곡분 및 가축 사료 소매업"
710,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,육류 소매업
711,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,건어물 및 젓갈류 소매업
712,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,"신선, 냉동 및 기타 수산물 소매업"
713,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,"채소, 과실 및 뿌리작물 소매업"
714,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,"빵류, 과자류 및 당류 소매업"
715,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,건강 보조식품 소매업
716,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,조리 반찬류 소매업
717,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,식료품 소매업,기타 식료품 소매업
718,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,음료 및 담배 소매업,음료 소매업
719,도매 및 소매업,소매업,음ㆍ식료품 및 담배 소매업,음료 및 담배 소매업,담배 소매업
720,도매 및 소매업,소매업,가전제품 및 정보 통신장비 소매업,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업"
721,도매 및 소매업,소매업,가전제품 및 정보 통신장비 소매업,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업
722,도매 및 소매업,소매업,가전제품 및 정보 통신장비 소매업,가전제품 소매업,가전제품 소매업
723,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,남자용 겉옷 소매업
724,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,여자용 겉옷 소매업
725,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,속옷 및 잠옷 소매업
726,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,셔츠 및 블라우스 소매업
727,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,한복 소매업
728,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,가죽 및 모피 의복 소매업
729,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,유아용 의류 소매업
730,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",의복 소매업,기타 의복 소매업
731,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업
732,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업
733,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업"
734,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",신발 소매업,신발 소매업
735,도매 및 소매업,소매업,"섬유, 의복, 신발 및 가죽제품 소매업",가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업
736,도매 및 소매업,소매업,기타 생활용품 소매업,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업
737,도매 및 소매업,소매업,기타 생활용품 소매업,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업
738,도매 및 소매업,소매업,기타 생활용품 소매업,"철물, 공구, 창호 및 건설자재 소매업","벽지, 마루덮개 및 장판류 소매업"
739,도매 및 소매업,소매업,기타 생활용품 소매업,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업"
740,도매 및 소매업,소매업,기타 생활용품 소매업,가구 소매업,가구 소매업
741,도매 및 소매업,소매업,기타 생활용품 소매업,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업
742,도매 및 소매업,소매업,기타 생활용품 소매업,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업"
743,도매 및 소매업,소매업,기타 생활용품 소매업,그 외 기타 가정용품 소매업,악기 소매업
744,도매 및 소매업,소매업,기타 생활용품 소매업,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업
745,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업",서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업"
746,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업",서적 및 문구용품 소매업,문구용품 및 회화용품 소매업
747,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업",음반 및 비디오물 소매업,음반 및 비디오물 소매업
748,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업",운동용품 및 자전거 소매업,운동 및 경기용품 소매업
749,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업",운동용품 및 자전거 소매업,자전거 및 기타 운송장비 소매업
750,도매 및 소매업,소매업,"문화, 오락 및 여가 용품 소매업","게임용구, 인형 및 장난감 소매업","게임용구, 인형 및 장난감 소매업"
751,도매 및 소매업,소매업,연료 소매업,운송장비용 연료 소매업,운송장비용 주유소 운영업
752,도매 및 소매업,소매업,연료 소매업,운송장비용 연료 소매업,운송장비용 가스 충전업
753,도매 및 소매업,소매업,연료 소매업,가정용 연료 소매업,가정용 고체 연료 소매업
754,도매 및 소매업,소매업,연료 소매업,가정용 연료 소매업,가정용 액체 연료 소매업
755,도매 및 소매업,소매업,연료 소매업,가정용 연료 소매업,가정용 가스 연료 소매업
756,도매 및 소매업,소매업,기타 상품 전문 소매업,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업
757,도매 및 소매업,소매업,기타 상품 전문 소매업,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의료용 기구 소매업
758,도매 및 소매업,소매업,기타 상품 전문 소매업,"의약품, 의료용 기구, 화장품 및 방향제 소매업","화장품, 비누 및 방향제 소매업"
759,도매 및 소매업,소매업,기타 상품 전문 소매업,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업
760,도매 및 소매업,소매업,기타 상품 전문 소매업,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업
761,도매 및 소매업,소매업,기타 상품 전문 소매업,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업
762,도매 및 소매업,소매업,기타 상품 전문 소매업,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업
763,도매 및 소매업,소매업,기타 상품 전문 소매업,시계 및 귀금속 소매업,시계 및 귀금속 소매업
764,도매 및 소매업,소매업,기타 상품 전문 소매업,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업
765,도매 및 소매업,소매업,기타 상품 전문 소매업,"예술품, 기념품 및 장식용품 소매업","기념품, 관광 민예품 및 장식용품 소매업"
766,도매 및 소매업,소매업,기타 상품 전문 소매업,그 외 기타 상품 전문 소매업,화초 및 식물 소매업
767,도매 및 소매업,소매업,기타 상품 전문 소매업,그 외 기타 상품 전문 소매업,애완용 동물 및 관련용품 소매업
768,도매 및 소매업,소매업,기타 상품 전문 소매업,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업
769,도매 및 소매업,소매업,기타 상품 전문 소매업,중고 상품 소매업,중고 가구 소매업
770,도매 및 소매업,소매업,기타 상품 전문 소매업,중고 상품 소매업,중고 가전제품 및 통신장비 소매업
771,도매 및 소매업,소매업,기타 상품 전문 소매업,중고 상품 소매업,기타 중고 상품 소매업
772,도매 및 소매업,소매업,무점포 소매업,통신 판매업,전자상거래 소매 중개업
773,도매 및 소매업,소매업,무점포 소매업,통신 판매업,전자상거래 소매업
774,도매 및 소매업,소매업,무점포 소매업,통신 판매업,기타 통신 판매업
775,도매 및 소매업,소매업,무점포 소매업,노점 및 유사 이동 소매업,노점 및 유사 이동 소매업
776,도매 및 소매업,소매업,무점포 소매업,기타 무점포 소매업,자동 판매기 운영업
777,도매 및 소매업,소매업,무점포 소매업,기타 무점포 소매업,계약배달 판매업
778,도매 및 소매업,소매업,무점포 소매업,기타 무점포 소매업,방문 판매업
779,도매 및 소매업,소매업,무점포 소매업,기타 무점포 소매업,그 외 기타 무점포 소매업
780,운수 및 창고업,육상 운송 및 파이프라인 운송업,철도 운송업,철도 운송업,철도 여객 운송업
781,운수 및 창고업,육상 운송 및 파이프라인 운송업,철도 운송업,철도 운송업,철도 화물 운송업
782,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,도시 정기 육상 여객 운송업,도시철도 운송업
783,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,도시 정기 육상 여객 운송업,시내버스 운송업
784,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,도시 정기 육상 여객 운송업,기타 도시 정기 육상 여객 운송업
785,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,시외버스 운송업,시외버스 운송업
786,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,부정기 육상 여객 운송업,택시 운송업
787,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,부정기 육상 여객 운송업,전세버스 운송업
788,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,부정기 육상 여객 운송업,특수 여객 자동차 운송업
789,운수 및 창고업,육상 운송 및 파이프라인 운송업,육상 여객 운송업,부정기 육상 여객 운송업,기타 부정기 여객 육상 운송업
790,운수 및 창고업,육상 운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,일반 화물 자동차 운송업
791,운수 및 창고업,육상 운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,용달 화물 자동차 운송업
792,운수 및 창고업,육상 운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,개별 화물 자동차 운송업
793,운수 및 창고업,육상 운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,기타 도로 화물 운송업
794,운수 및 창고업,육상 운송 및 파이프라인 운송업,소화물 전문 운송업,소화물 전문 운송업,택배업
795,운수 및 창고업,육상 운송 및 파이프라인 운송업,소화물 전문 운송업,소화물 전문 운송업,늘찬 배달업
796,운수 및 창고업,육상 운송 및 파이프라인 운송업,파이프라인 운송업,파이프라인 운송업,파이프라인 운송업
797,운수 및 창고업,수상 운송업,해상 운송업,외항 운송업,외항 여객 운송업
798,운수 및 창고업,수상 운송업,해상 운송업,외항 운송업,외항 화물 운송업
799,운수 및 창고업,수상 운송업,해상 운송업,내항 운송업,내항 여객 운송업
800,운수 및 창고업,수상 운송업,해상 운송업,내항 운송업,내항 화물 운송업
801,운수 및 창고업,수상 운송업,해상 운송업,기타 해상 운송업,기타 해상 운송업
